OBS,LY,PI,LW,LI,LC,RATE,LLAB,LIIP,LCPI_HP,LWAGE,LINV,LCONS,prime_HP,LHOUR,LIIP,cpi_no_food,LWAGE,LINV,LCONS,RM,LHOUR,L_CONS1,L_CONS2,L_CONS3,L_CONS4,L_CONS5,L_IIP1,L_IIP2,L_IIP3,L_IIP4,L_IIP5,L_LAB1,L_LAB2,L_LAB7,L_RATE1,L_RATE2,L_RATE3,L_RATE4,L_RATE5,PI1,PI2,PI3,PI4,PI5,PI6,PI7,L_STOCK1,L_STOCK2,L_STOCK3,L_STOCK4,L_STOCK5,L_M1,L_M2,L_EX1,L_EX2
Jun-86,-0.79774972,-1.684728704,-1.494383907,-0.528081498,-0.990153506,-0.772583872,-0.602365426,-1.9838318,-2.24636818,0.190244089,0.400422473,0.032122787,-0.423621595,-0.181060909,-2.087660488,-0.866100318,0.241132504,-1.516374627,0.100081618,0.055208866,-0.56784659,-4.500840393,-0.767739879,-0.156681369,-0.662769963,-0.566655308,3.557094733,0.826778557,-1.507385461,-2.872965577,-2.491935791,-0.171907651,4.228414581,-15.34449561,0.066557335,-0.513807166,-0.35024143,-0.894576813,-0.346252696,-4.124533967,-3.745107691,-2.270916099,-3.132275147,-3.98751716,-0.320689561,1.749260513,-3.261238547,0.385739121,-4.716294609,-16.73816812,-10.19252398,-2.199393154,-1.290536552,-7.138647445,10.10909409
Sep-86,-0.928401238,-2.09281911,-0.940727727,-3.037728817,-0.396021802,-0.550483242,-0.656790667,-3.344531742,-1.394632916,0.305658456,-2.831771732,-0.445934398,-0.380974571,-0.425526534,-3.330302736,-1.811792518,-0.415883559,-8.638364052,-0.157538054,-0.265994292,-0.986663692,-6.729169633,-0.147807365,-0.067377822,0.061948538,-0.545005568,0.860387303,-1.083529083,-2.554348866,-3.839443795,-4.183842675,-0.200598984,4.902359899,-19.7430347,-0.14885405,0.066088584,-0.252910705,-0.582952705,-0.248839814,-5.540010977,-4.585666659,-2.086536333,-3.58114616,-0.876989643,-0.357766463,0.211753914,1.466209401,1.599617123,3.430848113,-18.80934165,-14.75606124,-1.960091981,-2.308643712,-13.00018509,15.01745325
Dec-86,-0.737372632,-1.325184079,-0.973004805,-4.046968981,-0.5206947,-0.91167587,-0.85229048,-4.472721955,-1.975448268,-0.440653062,-4.76986068,-1.61505809,-0.730172864,-0.853846606,-4.592872821,-1.379948315,-1.17466956,-14.24459305,-0.51953116,-0.33855975,-1.649652646,-6.675468625,-1.868274771,0.304567156,-0.935715001,-1.224191017,-3.64134615,-1.989970065,-1.109246504,-4.676945984,-7.723661331,-0.129109928,4.863057623,-22.77968003,-0.200487889,0.094521299,-0.233314368,-0.263948561,-0.232193726,-4.344405762,-4.949983877,-2.090428961,-1.33311436,-3.247502466,0.075587283,-2.779473921,-5.936574347,-4.717637369,-1.91450776,-14.46150221,-12.2215778,-2.383328651,-0.961894285,-7.243629694,8.186210003
Mar-87,-1.925292332,-2.122823337,-0.579283897,-5.56553167,-0.749146555,-0.971064401,-1.788865755,-4.741109991,-1.682246077,0.234399378,-5.52770568,-2.123937681,-1.097892945,-0.455142227,-4.742247504,-0.714248486,-0.648789088,-19.5107653,-1.751788892,-0.511127529,-1.298807676,-3.740416562,-2.452928614,-0.912050798,-0.360725412,-1.029096903,-3.468435401,-2.669124214,-2.078917522,-5.387133707,-7.542619569,-0.412359904,11.2827395,-22.83712003,-0.347668317,-0.276146393,-0.659056234,-0.503714011,-0.667912705,-1.431298223,-1.291396938,-2.983179513,-9.036809486,-4.700299002,0.16723737,0.998103379,2.438451746,-1.406401668,10.39201608,-17.77979885,-12.15458073,-2.229166252,-0.222586594,-8.935284252,7.386750663
Jun-87,-2.109860749,-0.072727196,-0.837822218,-5.323418657,-1.475900568,-1.643348347,-0.909342233,-5.904270458,1.676228665,-0.152376945,-12.96436275,-1.073844436,-1.110354928,-0.164339245,-5.914170632,-0.40023175,-1.45934753,-15.31430986,-1.68594155,-0.79112605,-0.700630867,-5.185228973,-0.426203273,-0.58155797,-0.782828972,-0.72733723,-6.351776333,-4.23539677,-2.201455823,-5.682818286,-9.590836835,-0.867810451,13.90289507,-23.21075806,-0.601594161,-1.084610941,-1.331594299,-1.352233716,-1.327449901,1.062715036,0.815729854,-0.315287345,-0.165925547,3.448568932,0.611985147,-0.361850567,15.74834123,7.545936884,24.88058325,-15.37264426,-9.946965423,-2.001833215,2.942918939,-13.32030491,10.20014088
Sep-87,-1.401053345,-1.547722391,-1.205407988,-6.043843412,-0.755660166,-1.652953639,-0.325938435,-3.516420213,-0.625517772,-0.42667639,-12.76873495,-1.497995039,-1.143092742,0.289610043,-3.651811418,-0.218834471,-0.630824304,-19.72036472,-2.232390385,-0.910664278,-0.165734909,-5.256887538,0.223986964,-0.123958477,-0.354044005,-0.661761863,-3.303639855,-2.696360862,-2.339977381,-2.920848954,-7.109148844,-1.090155951,8.197019104,-18.04996798,-0.742246957,-1.211396201,-1.285974645,-0.630177517,-1.28184102,3.503673046,3.250671095,-0.221994952,0.866917625,-2.3884476,2.030339285,-0.871174856,13.44919077,10.69932174,17.53220122,-5.238617438,-2.494603524,-1.090309136,1.952465478,-7.815042703,5.96698041
Dec-87,-0.239955872,-0.134558836,-0.232976375,-5.79833625,-0.264758966,-1.374845781,0.945458382,-1.367688442,-1.231729909,-0.232384255,-10.74499424,-1.450482524,-1.195946346,0.889406534,-1.387497182,-0.711459152,-0.453481048,-18.032136,-2.40592886,-0.937356724,0.672525048,-3.18825269,0.543656526,0.078190534,0.657758779,-0.181706147,-2.105292261,-1.526268837,-1.224973188,-0.836943596,-3.853651768,-1.287330365,4.419308906,-8.650794458,-0.722232242,-0.975348148,-0.65541111,-0.469370106,-0.65129211,3.017248478,3.286150504,1.223642443,0.390243386,-0.670106811,-1.085458676,-0.947838453,2.89215896,-1.114800134,5.40421103,-0.044883766,-0.249502518,-0.60605604,1.167188475,-13.34984023,10.46734086
Mar-88,-0.388238874,-1.604489026,-0.41829969,-4.50527035,-0.683007021,-1.429690515,1.134065553,0.233163368,-1.35162165,-1.929197282,-15.02023357,-0.813327027,-1.268041265,2.260963637,0.20730071,-1.155190959,-2.094822197,-11.87673511,-1.258817749,-0.984248736,2.266615973,5.907365523,-1.821932347,0.273105296,-0.819542455,0.195731271,-1.879550196,-1.542686199,-1.282930694,0.899239134,-1.15391731,-1.042672049,6.460941641,-1.930204854,-0.743691652,-0.753555635,-0.772313798,-0.600242318,-0.775208072,-2.554412922,-1.666167514,0.506522225,-1.208920564,-2.674294232,-1.047359703,0.64328354,2.953778378,1.267565009,5.567101818,-2.464307262,-2.359974891,-0.224548665,2.245310824,-16.98116602,12.70749632
Jun-88,-0.52631254,-0.174010186,0.149379449,-1.991357887,-0.000356371,-1.623360973,-0.463998873,0.673411858,-1.226453994,-1.868958727,-3.472983154,-1.047317588,-1.357755559,-0.00985726,0.640234863,-1.658273327,-2.877481158,-11.58498651,-2.079562626,-1.044799812,0.463662423,6.19403909,-2.588496909,0.095486093,0.207431996,0.945197241,-2.478630226,0.123061179,2.009395278,0.417470919,1.614862331,-1.269814134,0.572889777,2.809388915,-0.763315425,-0.759497921,-0.836683179,-0.676931629,-0.832586745,-0.294809115,-0.971958951,-1.219701182,2.178059582,-0.879982281,-1.026347829,1.224918858,11.43526237,8.139888565,12.03462234,1.21563143,-1.534348724,-0.603152435,5.375954266,-16.84077128,11.6765107
Sep-88,0.479172477,0.337965906,0.617715453,-0.033905105,0.396498526,-1.231703393,0.412318101,0.68561864,0.576290602,-1.44988776,-4.059077575,-0.286717557,-1.46267476,0.98849424,0.755476143,-0.55031736,-2.231416199,-4.84007179,-0.749930446,-1.084854296,1.329783599,-6.874044199,-0.925240746,-0.682180593,0.889247227,1.424723482,-1.446914549,-0.077584029,0.942679378,1.236490115,0.895468392,-1.203769626,1.516771935,6.997827293,-0.781328995,-0.454183294,-0.71303703,-0.311200365,-0.711941465,0.413036762,0.419250382,1.226248563,-0.804633829,2.614370275,-1.322044423,0.406787114,9.750714948,3.640586854,9.092552111,3.51916767,-1.171302065,0.036971514,2.190080248,-8.756335887,5.584625404
Dec-88,0.452070995,-1.593281872,0.579077911,-0.767716262,0.299039473,-1.188616082,0.36633453,1.171531647,0.514849897,-1.627855416,-0.500863491,-1.066742359,-1.579535804,0.547746819,1.124296586,-0.050934951,-2.051948799,-1.571092494,-0.417364128,-1.154603531,1.00134401,2.4756555,0.649123934,-0.627013001,-0.566811854,0.411568828,-1.014593475,-0.246487535,0.297279586,1.196440455,2.553843077,-1.045468842,0.939060933,9.038978876,-0.808480719,-0.709145354,-0.665370197,-0.537387768,-0.661265203,0.64971936,0.515618843,1.550264524,0.960535306,1.775571764,0.357636083,-1.017665616,10.47742853,0.548224505,9.222685145,0.814738165,-1.71427401,0.383686457,3.800435323,-13.61016001,9.08013605
Mar-89,0.256881289,3.336706635,0.963963449,2.892110002,0.756738704,-1.244430865,-0.215484512,3.185172183,-2.134851138,-0.424076668,2.007785641,-1.19523041,-0.829161456,0.795865674,3.23929602,-0.148554843,-0.393768263,9.807040431,-1.350046116,-1.219560827,1.039556301,2.720431873,3.449889043,0.269553534,1.480838318,1.440742775,0.078635389,2.426706245,4.172273804,2.797581717,5.415947168,-1.006511126,-2.346999483,9.349241243,-0.848030629,-0.733633839,-0.692231882,-0.564638581,-0.688105962,0.764802272,0.354207502,0.041297853,-1.58571767,-6.913053423,-0.789346448,-2.217731598,18.7356748,9.61223066,17.45216619,3.576933186,0.400292777,0.660380713,5.538439922,-9.611347344,5.20035798
Jun-89,-0.903585497,0.868959275,0.480278748,-0.703391819,-1.065636358,-0.873313348,-0.032759795,3.111393878,4.535303555,-0.403360772,0.112333089,-2.355713269,-0.331387271,0.27762355,3.158902772,5.045367914,-1.417452856,-3.826984054,-2.841427481,-1.142517865,0.718112244,-0.857523665,-5.09418078,-2.586743044,0.198461903,-1.393409174,1.611464401,1.042842505,0.7771572,3.446372367,4.934911875,-0.736593355,-2.116894331,13.15187573,-0.812733452,-0.721455269,-0.716755428,-0.61676168,-0.719598459,8.537038136,10.38364178,10.15284651,10.24065073,7.599095079,2.758682227,-1.206441425,22.93352419,14.58297339,18.28618462,7.628881706,3.383344636,-0.038064797,5.12725416,-1.02068842,-0.327910825
Sep-89,0.358613002,1.401656463,0.119867608,3.641354975,0.363480628,-0.129918035,0.555409942,2.068515141,0.878229577,-0.418490877,3.533793427,-1.472601723,-0.455530575,0.714415883,2.110468817,-0.409829938,0.550827,4.114309589,-0.740024545,-0.795504103,1.21439575,6.74268015,-2.682330335,-1.103361795,-0.286208568,-0.816086185,-0.48457837,-0.189508862,-0.066863617,1.879028328,5.170523449,-0.683496337,-2.016204489,15.40359475,-0.625813899,-0.698957643,-0.456641534,-0.557213042,-0.462447343,1.319960674,0.951379152,1.206930108,3.209391473,0.788223311,-0.140315933,0.951098197,24.77541881,20.86763523,22.05314858,7.96170798,4.471630131,0.875618919,-0.305925923,3.260103821,-3.097838822
Dec-89,0.924368255,-1.504555052,0.695877337,4.972297209,1.762861498,0.65094639,0.845519917,1.638518854,-0.652432376,0.144057545,4.545395079,0.355205424,0.304298419,0.600320847,1.676107732,-0.022997982,0.150898868,7.823416901,-0.145722876,-0.436834923,1.189452866,9.46370628,-0.265633453,0.692883007,1.690083946,1.373783453,-0.481624997,-0.263286334,0.01121786,1.473765163,3.800334754,-0.55488516,-3.923891856,14.90205294,-0.415988719,-0.432038053,-0.254142927,-0.388063166,-0.252907513,-0.649884116,-0.80108486,0.848514975,-0.310016879,-1.576315236,-0.305531474,2.240286142,30.33307674,29.00085558,27.95938992,5.603165613,3.204660253,1.848356036,-2.151739766,4.977226562,-5.163232575
Mar-90,-0.072586633,1.704031667,1.0322582,4.667177701,0.782104273,1.074699109,0.334404692,1.92605531,1.239751293,-0.215855389,4.044280384,-0.536447067,1.579274206,0.53461666,1.960574287,0.529506522,0.291763025,8.43601,0.266146809,0.294671481,0.771126046,6.363615011,3.391054233,-1.082940267,-1.012850116,0.393985785,1.599744129,0.810721224,0.224167723,1.270951668,4.720275974,-0.169583963,-5.531742084,15.60904962,0.125416468,0.68784326,0.755773069,0.624965706,0.753055161,1.30492584,1.497527911,-0.490770212,-3.772824782,2.935320311,0.451509343,4.817341117,27.57643289,26.23575593,23.3680916,7.607309967,4.183546468,3.955677735,1.285660665,9.504672463,-9.618132116
Jun-90,1.346670444,-0.903691662,1.066588239,5.589761498,1.874173699,1.621475798,1.045388877,3.427594724,0.533000527,0.232287315,5.891994666,-0.083153238,1.500381096,0.983671678,3.460419681,0.427193696,0.90063358,9.653830296,0.328335532,1.002469938,1.204883383,10.76605432,4.249196287,-0.186828972,0.983260447,0.443425885,3.924284742,2.509723503,1.43353921,2.806284605,6.530433214,0.045417773,-6.92928071,17.5100822,0.607336038,1.09849608,1.275297966,0.91039387,1.279632875,0.185939625,-0.026194672,-1.099129775,2.201775806,0.940588338,-0.348723746,-4.06810458,15.49743507,15.99847258,11.69955604,10.99081824,6.826708918,4.830853157,1.530975826,15.52232485,-15.41037098
Sep-90,1.706756286,1.338732036,0.787579846,7.068928806,1.509597319,1.950633777,0.966289315,4.59241094,0.794332474,-0.368480469,9.918306896,-0.859868192,2.32261635,0.885928391,4.624977166,0.445335123,0.313758482,16.14211305,0.197167037,1.358831108,1.193220702,11.52056854,1.130851165,0.915036243,1.212413143,-0.335680761,4.89786679,3.582493337,2.755344289,3.927567377,7.814942611,0.114275974,-8.390353963,21.2622365,0.822625982,1.267300285,1.482150919,1.35535102,1.470547168,0.920827855,0.644669116,0.827029799,7.806984951,1.583147287,0.107774548,-3.081506341,4.871959822,8.744956423,1.895320617,9.823372107,7.548892676,5.312412116,-1.447841529,10.03606002,-11.58847508
Dec-90,2.25350913,1.57158445,1.803301115,9.583648097,0.929897441,2.436536944,1.399958185,5.541077715,2.880856618,0.819650218,12.11764661,-0.131407354,2.550039492,0.845126993,5.574859393,2.620419962,1.353664496,17.20150518,0.347443412,2.011399105,1.138507883,2.179656167,2.830013046,-0.215791163,0.289871837,-0.56381315,6.543425272,4.155642927,2.427395334,5.00044131,9.243748011,0.247040373,-6.831269884,20.6541283,1.364762705,1.309949196,1.914254024,1.654397855,1.938719805,3.976453282,3.816904616,-0.20787501,-3.110969403,4.468128438,0.542164973,-2.022106291,-9.17077049,-8.112413147,-12.95632311,4.03787605,6.396336706,4.939110635,-1.84280917,0.802741665,-4.136319313
Mar-91,2.088572495,0.475484624,0.298866168,10.73958752,0.170814885,2.657636718,0.595499116,5.696565856,1.945712796,0.731179632,12.90822048,0.801115768,2.560258413,0.186718668,5.733055707,0.64648005,1.919386282,20.90281895,0.701332199,2.290968776,0.806218585,2.606121668,3.253874952,-0.392937162,-0.542227051,-0.036057379,6.912663319,3.588649997,0.928336849,5.580178767,8.751664303,0.335980722,-7.689045173,21.29524463,1.52470847,0.79434407,1.23160303,0.773247977,1.246153463,1.064099991,1.153090135,-0.354555002,0.654646589,4.673193932,0.272215391,0.066583653,-1.880179711,-3.065372379,-5.319425218,3.948743141,6.356859945,3.779166523,-0.853088138,4.353639918,-5.533439341
Jun-91,2.121962053,0.566708183,0.825015263,10.1344473,0.825198952,2.692825014,1.070841281,4.965852017,-0.695965639,1.076165597,14.00030162,2.323824981,2.229287225,0.436713738,5.006540189,-0.356288745,2.079908983,23.53954423,2.710886751,2.183077843,0.657498111,7.268287981,2.893360188,0.033269755,0.677149306,1.178216232,4.792676324,2.912393559,1.640278727,4.889806208,9.143288984,1.058300553,-5.849383373,21.783183,1.487572565,1.055567447,1.284997279,0.96558099,1.293639115,-0.222750187,-0.244918586,0.558785774,-2.65153361,-0.144956375,-0.381630819,1.351706197,2.634520578,6.050757777,1.938419485,5.096406329,5.059638337,2.951003355,0.333666362,8.928310825,-6.426396332
Sep-91,1.828972981,2.954721152,1.018379615,9.337571646,0.605388135,2.03974606,0.760179641,4.520479961,0.01849098,1.152418485,11.24096325,2.041424544,1.806539882,0.153374243,4.566831221,0.572182872,1.989824931,22.57461403,0.720844314,1.95383217,0.407106161,2.794079206,1.617000115,-0.497597498,0.136664711,0.779596632,8.304559785,3.821428226,0.707793993,4.160457623,8.593450193,1.168962859,-3.781018541,21.3646557,1.480511334,0.9142054,1.366466358,1.01159322,1.371188892,-1.17572148,-0.98475209,0.134098033,-3.102962575,-0.895872553,0.963172534,1.621832532,-5.915364767,-1.437505746,-4.698397958,4.840868665,3.835054545,2.988965352,0.470702476,8.940410893,-5.892239849
Dec-91,1.964302618,-1.984162127,0.578354001,8.921682033,0.989890758,1.383671069,1.366441519,3.352285579,1.549969202,1.507997352,15.84371316,1.916201136,1.165037032,0.317361647,3.405713882,0.041267126,2.538460563,19.56477656,2.08805008,1.516973202,0.274471566,5.201389972,0.54590174,-0.537174415,0.741803635,0.571457744,8.302376939,4.048344263,0.945869302,2.343853971,6.685868447,1.163591818,-8.318908722,19.16255974,1.193751388,0.472184275,0.663236736,0.425877502,0.668006398,-0.41950557,-0.561428201,0.898457007,4.094188702,4.584404453,-0.493566847,1.089480775,-1.101404662,0.409349811,-2.188179087,2.967030689,1.974294904,2.463094936,1.871596521,5.064188505,-3.489229098
Mar-92,1.657390613,2.130326523,-0.061300205,6.576810297,1.18952541,0.650723075,0.765773129,1.109833596,-1.249247977,1.231943783,5.653762703,2.791927811,0.551670236,-0.206678911,1.274395266,0.535939319,1.687881093,14.11725937,2.499934232,0.860021234,-0.232365109,2.18238687,0.275793534,1.055409673,1.210857166,0.939828429,5.200339934,2.73934631,1.315440591,0.313186764,1.540167816,0.824659941,-9.260807137,12.38155518,0.698594019,0.078859037,0.077680835,0.036394428,0.112438245,-0.955653562,-1.448062995,1.660229646,1.851494766,-6.559809984,-0.193401551,0.476571586,-9.336548299,-9.650433532,-13.72758931,2.897231751,1.661000443,1.296994912,1.909121726,5.651990378,-3.826298776
Jun-92,0.868629915,-1.59747624,-0.914035122,4.727293902,0.501090151,-0.008919679,0.136869402,-1.035272977,1.002278996,0.645478706,11.36710396,1.674518566,0.087602906,-0.254780055,-1.069009024,1.182376552,1.051197943,10.25886318,1.871111821,0.382548456,-0.722903142,-0.379978882,0.00472206,-0.124928468,1.17450313,0.078686996,2.93119282,1.078532403,-0.058264549,-1.241193557,-2.519429279,1.465723497,-8.875934756,6.787168623,0.383594426,0.349289537,0.116756557,0.318838415,0.112413541,-0.747721685,-0.173359823,-0.01314627,-4.317490739,1.888675783,1.559785194,2.51104853,-25.50202186,-20.63289261,-27.91824711,5.016820232,1.919274885,0.340357544,1.346777885,8.579624842,-7.602916513
