OBS,LY,PI,LW,LI,LC,RATE,LLAB,LIIP,LCPI_HP,LWAGE,LINV,LCONS,prime_HP,LHOUR,LIIP,cpi_no_food,LWAGE,LINV,LCONS,RM,LHOUR,L_CONS1,L_CONS2,L_CONS3,L_CONS4,L_CONS5,L_IIP1,L_IIP2,L_IIP3,L_IIP4,L_IIP5,L_LAB1,L_LAB2,L_LAB7,L_RATE1,L_RATE2,L_RATE3,L_RATE4,L_RATE5,PI1,PI2,PI3,PI4,PI5,PI6,PI7,L_STOCK1,L_STOCK2,L_STOCK3,L_STOCK4,L_STOCK5,L_M1,L_M2,L_EX1,L_EX2
Sep-92,0.207658268,0.315906039,0.126338276,3.157521603,-0.098958219,-0.263888986,-0.905791497,-1.389601747,-1.525164263,1.004465339,6.418949177,1.701853781,-0.231346339,-1.135986274,-1.307492794,-0.235091401,0.887286722,3.680551636,1.253824724,0.132589544,-1.6369003,-4.266399736,-1.140220765,0.057759321,1.093343555,0.813415488,-1.51783378,-0.377175904,0.94428388,-1.589808701,-2.023519818,1.241792561,-7.952884663,3.574623844,0.218871183,0.10748634,0.118373254,0.030881132,0.125791118,-0.263007972,-0.293918556,-0.94137146,1.097579391,-4.920420542,0.059347361,2.704574187,-28.31053913,-26.36259755,-29.4397385,3.438160661,1.278637598,-0.470195477,-1.022336936,5.786150861,-6.847446961
Dec-92,-0.021493876,-0.973633827,-0.508868777,0.665918154,-0.613521734,-0.320171064,0.091890797,-3.989203482,-1.333547605,0.533364158,3.211064417,0.593917834,-0.284413632,-0.942905692,-4.004402052,-0.129690274,0.527565115,2.301815905,0.708358249,-0.038059919,-1.444683487,-5.289357783,0.196582759,1.30803576,-0.878802427,0.196040725,-5.01396239,-2.835333666,-0.655897592,-4.128844258,-5.293486249,1.107316147,-3.895054802,-1.939533405,0.08230312,0.023241703,-0.126632696,-0.195005022,-0.119640447,-1.149067715,-1.27312257,-1.099199689,1.38819911,-3.44163341,-0.005351947,2.251103131,-24.00117474,-24.05160947,-25.89115473,0.129282636,0.68187426,-1.229931387,-0.874449135,5.698935687,-3.977957783
Mar-93,-0.692485746,-0.891367602,-1.88344368,-1.975996111,-1.451531381,-0.584090533,-1.208307761,-3.585881476,0.36092737,-0.950835349,-1.198796152,1.027015971,-0.575690514,-1.401728997,-3.480314247,-0.33555767,-1.528207741,-2.48215557,2.391507298,-0.160687219,-2.092227166,-1.682601729,-0.963899025,-0.586979119,0.160461763,0.721881116,-1.701808025,-2.185591324,-1.873787075,-3.872764753,-3.020055923,1.100892268,-1.90071864,-7.067820605,-0.063367727,-0.350719295,-0.342498899,-0.569366952,-0.326171198,-0.663211663,-0.745413384,-1.655365325,-2.252031744,2.14914728,-0.488279924,2.158473799,-21.35386685,-21.84630473,-23.14188798,-2.283536621,0.402023344,-1.777658051,-1.140243207,5.506003887,-2.274473222
Jun-93,-0.576291043,1.056565332,-1.399210658,-4.933767113,-1.061152558,-0.580585242,-2.022861369,-3.631087533,0.261612698,-1.339027235,-6.174150098,0.4724334,-0.359090769,-1.997739906,-3.621937016,-0.224504965,-1.549380124,-8.689880182,0.543925038,-0.316555854,-2.192978032,-7.546305003,-2.650061007,0.546779133,-0.919347069,-0.120667122,-2.336958981,-1.531131911,-1.169060173,-3.881758416,-7.207081929,1.100097387,-2.23299952,-14.23682162,-0.182450763,-0.3966861,-0.225383815,-0.194629684,-0.226016405,-1.045529794,-1.263094567,-0.702189993,-0.02086377,-0.413406112,-0.003059038,-1.723055042,-3.500105744,-2.235870376,-1.832756367,-7.084267316,-2.596843578,-1.204853981,-0.542065989,-2.661328659,4.447462707
Sep-93,-0.739424816,0.162448781,-0.762648358,-6.612981422,-0.700614932,-0.431141316,-1.228751018,-4.357578267,1.845151641,-0.457927741,-7.999281816,0.499099902,-0.763168373,-1.178608826,-4.227310634,-0.271653014,-0.817415294,-12.88498655,0.052039749,-0.271828892,-1.189205318,-6.350675549,-2.735026861,-1.655819136,-0.729750496,-0.771611646,-1.404541322,-1.782614983,-1.691548084,-4.411456953,-9.413216233,1.04498349,2.032285651,-19.9223849,-0.155215788,-0.179728959,-0.11523184,-0.25786239,-0.111187478,-1.297256594,-1.231745068,-1.391613791,-3.801837561,6.75700657,-0.144279444,-0.49927056,-1.042950287,1.671546574,2.872161983,-10.49532683,-5.602108676,-1.275688175,-3.048074062,-5.498248822,8.529430936
Dec-93,-1.165785058,0.347089777,-1.304363221,-9.354636871,-0.204781682,-0.769138677,-1.22573568,-6.237779767,-3.109662384,-1.162231386,-10.88355392,1.564081219,-0.916252871,-1.752385578,-6.207353384,-0.478510616,-1.844871207,-12.08642798,0.806226978,-0.458471554,-2.187117355,-5.562100713,1.672932013,0.653570651,1.204513195,1.344598762,-5.420688092,-2.962142878,-1.346823573,-5.976137589,-13.52907062,0.961874997,4.804270268,-23.61984172,-0.34281857,-0.223670193,-1.069846508,-0.860012596,-0.973554571,-1.587160943,-1.669425928,-0.436144527,11.96684965,-7.089993119,0.093406466,-2.123063967,-9.587647254,-4.082166747,-2.844697303,-11.25819557,-7.697036457,-2.056041326,-2.965057411,-1.947533726,4.898337842
Mar-94,-1.841033928,-0.95807687,-1.736249629,-10.78381682,-0.728602989,-0.729864454,-0.954808417,-6.500213575,1.14546374,-0.551766337,-8.834937126,0.318910908,-0.696196827,-0.959279358,-6.346463623,-0.437236669,-1.238531977,-18.93389471,-0.446114706,-0.581279169,-1.557548504,-7.551226934,-0.469368628,0.46174655,1.200844821,-0.10969501,-6.606993365,-3.253299114,-0.901358066,-6.08370666,-11.16734685,0.585144466,8.445302819,-23.29618074,-0.488317866,-0.095219787,-0.921959333,-0.543866668,-1.024918342,-0.820539013,-0.975921788,0.167582491,8.142845343,5.509495604,0.239804233,-3.101120717,-2.881803073,0.562890759,0.952729163,-8.459772772,-6.387822303,-2.413322862,-2.279228339,-1.418361246,6.363005473
Jun-94,-1.480640091,-1.25658774,0.016536572,-9.741253062,-0.847799488,-0.622195066,-1.293162306,-4.028849472,-1.395520908,1.142588858,-10.92493607,-0.75460701,-0.480280148,-1.21198392,-3.864778311,0.208032549,0.58287371,-21.83405048,-0.712413392,-0.511760519,-1.550283083,-6.910423502,0.329673191,-0.23849826,0.718527667,-1.064520344,-6.06133358,-2.954407428,-1.398852335,-3.749946036,-7.179202865,0.27240924,4.161121671,-21.67631859,-0.408558172,0.038052063,-0.240633173,-0.296673462,-0.246470979,-0.531679612,-0.761254347,-1.184237251,-3.31679919,-4.643767948,-0.56064426,-1.819493013,2.980395521,5.447807418,6.320626452,-8.487098832,-6.581108554,-1.696549516,-1.535800507,-4.565573066,7.869812173
Sep-94,-1.110851147,-1.085639998,-2.815143361,-10.16114476,-0.043418806,-0.348557428,-1.013116591,-2.083673694,-0.572001909,-2.759851098,-11.50321234,0.351354044,-0.270347617,-0.563111381,-1.910869239,-1.185414779,-4.198324302,-19.72733017,-0.277772349,-0.353061089,-0.455644337,-0.412834347,0.403956158,0.771659442,1.228746779,0.149103747,-4.803273618,-1.969028504,-0.563422148,-1.389835705,-5.386047868,0.366687765,7.542227462,-18.7136107,-0.282078788,0.175634676,0.207645338,0.265658084,0.131235904,0.36676249,0.127482389,-1.35621007,-4.134554611,-1.79487112,-0.258256711,-0.308744078,4.082682777,6.179680739,6.5372484,-6.128720652,-5.677829147,-1.452087931,-3.377553723,-8.221189962,9.370015146
Dec-94,-1.661995313,-0.152305934,-0.298946123,-10.08841893,-0.442890274,0.025967078,-0.962776908,-0.633037723,0.472075934,-0.567824532,-9.923972317,0.137383389,-0.067943843,-0.778465908,-0.453695416,-0.919298579,-1.152851266,-16.69077209,0.222170656,-0.187006512,-0.396732042,-3.428292767,-4.677283512,-1.296540043,0.28514287,-0.292397063,-0.876279841,-0.616688972,-0.29217209,0.880693346,-4.801644217,0.315484721,3.001790804,-15.96858581,-0.13116366,0.316993587,0.62153996,0.57140445,0.607804738,0.485425387,0.796809226,-1.047460895,-21.62887986,3.938456619,0.76274263,0.981367189,0.709650065,0.393577903,2.190560707,-2.378246494,-3.675592655,-1.644660687,-4.319378046,-7.992982085,7.949299745
Mar-95,-3.371408062,-1.669714956,-0.296232892,-10.01489728,-2.309840272,0.208961588,-0.666706278,-1.021777406,-1.037419734,0.357969699,-10.25114661,-2.52241407,0.125555533,-0.154536498,-0.838808221,-0.632667586,0.0860438,-13.27428826,-2.611891174,-0.028201759,-0.184315818,0.595519509,-1.080144965,-0.278582557,-1.321823209,-2.04641543,-2.788064925,-0.908026356,0.45271144,1.468191066,-5.824487356,-0.00852762,2.899108171,-11.88923935,0.02007956,0.320484561,0.668584676,0.628676082,0.69275593,0.724643915,1.600738935,-0.449090298,-5.721710096,-3.2311567,0.114960638,0.568157628,-7.17416164,-8.810358269,-6.496309046,-2.000091123,-2.088351288,-1.3295759,-4.408013583,-10.42440079,8.641075996
Jun-95,-1.9107308,1.452030911,0.644940335,-5.639741417,-0.241108624,-0.406036991,-0.795589226,0.255524916,-2.008560542,0.400490376,-6.481651283,-0.90580003,-0.316182665,-0.000564138,0.543039643,-1.701296,0.440498822,-7.130952556,-1.625319712,-0.149134921,0.055571526,4.424846829,-0.194172255,0.899833545,-1.37032491,-0.731358729,-3.706502996,-1.534117175,-0.483000417,2.265104663,-1.918684092,-0.544489531,4.445566824,-12.69009669,-0.087374799,0.32126524,-0.487074992,-0.170773702,-0.324769989,-0.131441655,-0.736893512,-0.163656079,2.264969153,-3.544933583,-0.599521321,-1.837510021,-17.79185288,-19.36013527,-14.871213,-8.282894925,-5.102501618,-0.943575939,-2.878583814,-23.56108216,18.52470563
Sep-95,-1.45965935,0.176571075,-1.424610035,-5.56651693,0.385694543,-0.77315902,-0.297512102,-1.542941278,-0.494804137,-0.895320529,-4.583361554,-0.330844298,-0.894570085,0.364295271,-1.364876093,-0.350240988,-1.992703761,-5.876322304,0.054175404,-0.418276462,0.29242625,2.731432315,2.179627083,1.242541867,-1.902281452,0.207423523,-5.987745362,-2.398317219,-0.567146557,-0.29125753,-4.218503994,-0.481503263,4.398802402,-12.15126757,-0.324564959,-0.943707034,-0.944711391,-0.573584509,-0.966065461,-0.74903894,-0.950680875,-0.163026448,1.227747001,-1.605493843,0.119753803,-0.710406777,-8.705265638,-9.098153823,-6.510200006,-6.389038,-5.025774667,-1.180692961,-2.752103849,-12.99284221,8.683112012
Dec-95,-0.960396128,-3.00602538,-0.195910935,-3.410301149,0.541681126,-0.924857757,-0.214469565,0.238188453,-1.501401891,0.197321678,-5.162036991,-1.680617709,-0.735820762,0.488413841,0.405659112,-0.272681715,0.322504036,-4.968789864,-1.735370458,-0.657003639,0.337258184,1.070027889,0.42322619,1.311047328,-1.197281942,-0.450659848,-4.92985085,-1.758459634,0.016014453,0.740160997,1.495352453,-0.647009438,6.954186697,-10.17100969,-0.548474534,-0.795675714,-0.840292442,-0.501289209,-0.822219948,-0.218766418,0.101724065,1.401680064,0.834155047,-3.388074984,-0.174418248,-0.657867728,-0.776675527,-1.136416179,1.280546539,-1.06489117,-1.505694008,-1.120326354,-0.048878596,-5.926540449,1.358620661
Mar-96,1.400235867,-0.627793689,0.086335434,-1.283334982,1.404833593,-0.748806562,0.238885112,-0.509428643,-0.078154376,-0.469117292,-2.545041982,-0.264817242,-0.590589624,1.071300813,-0.359587716,-0.392160709,-0.405456742,-2.398439866,-0.244781757,-0.646432285,1.068537072,2.415411574,0.89602877,1.174776675,-0.357396229,0.234870384,-5.213839054,-1.958938688,-0.237361681,-0.783400064,1.612017793,-0.596488325,6.105867536,-2.062798573,-0.587884282,-0.464294431,-0.406195625,-0.065062184,-0.53371912,-1.089898984,-1.069602976,0.491862096,4.926137297,0.98049242,-0.372977713,-1.244872598,10.48677612,6.17223352,9.947789039,2.643015853,1.055908666,-0.878799375,1.85030081,-2.453872925,-2.233226359
Jun-96,1.520626845,-1.855565679,1.187630428,0.614952949,1.054712109,-0.578664098,0.355352862,0.007407173,0.124511322,0.171322457,2.036255702,-0.25000251,-0.45907171,0.884888074,0.131245532,-0.615900059,0.377488508,-0.173814913,-0.266230049,-0.542267606,0.826003086,3.541073006,1.300393503,1.665538431,-0.041785063,1.08342126,-4.429354924,-1.364528251,0.177546385,-0.789213139,2.504559052,-0.98736634,3.752400317,4.155350422,-0.473232168,-0.151719524,0.123726765,0.224235491,0.059465241,-0.973971755,-0.843033676,-0.043539556,1.751087192,1.64811253,0.247148329,-0.591090224,18.06419565,13.26468223,16.77471142,3.343649765,1.568485446,-0.285963001,3.360210297,-1.660875448,-3.948720598
Sep-96,1.525731984,-1.174821041,1.667019101,3.880579942,0.880838133,-0.440954356,0.776097142,1.56789454,-0.057870441,0.423206587,3.741047343,-2.815808218,-0.341092943,0.823747173,1.65592621,-0.323054748,1.109662807,1.512731285,-2.347237551,-0.428810787,1.027254847,6.11188655,-0.059931299,-0.667389643,-0.284948749,-1.184169252,-0.505308229,-0.084563535,0.229036784,0.257007828,4.255319117,-1.072746755,0.91707044,10.14325096,-0.364588726,0.044182857,0.115876304,0.313783403,0.087694925,-0.90184907,-0.665734798,0.551087284,4.068563891,-0.310547205,0.060410141,-1.658497229,15.1331204,10.03025719,13.05374372,2.89053561,2.24567643,-0.264057669,1.314701998,-1.490252087,-4.624032088
Dec-96,2.790869075,3.032954425,2.399526913,6.59160037,1.971690614,-0.295172995,1.397877596,3.325797024,-0.034910055,0.719006708,5.579005588,-0.669839593,-0.236192323,1.253435643,3.366709203,0.207665767,1.205109894,4.041333435,-0.277511218,-0.343024097,1.253636747,8.762691354,0.386191145,0.851636292,-0.29455873,0.637867902,3.108537148,1.466865697,0.574648821,1.869716993,7.749190642,-0.996227761,-2.323384423,14.61362579,-0.282728721,0.189641383,-0.29542276,0.075620995,-0.30870544,1.285962255,0.433334895,-0.442868238,7.249637227,1.039867654,-0.171018142,-1.70703747,14.70832586,7.730234047,11.30803606,4.829460939,5.448285245,-0.632072689,1.348407364,0.80422955,-7.021965404
Mar-97,3.857293377,3.084636634,3.11823633,9.49328176,4.246682342,-0.167206742,0.803616037,5.672972659,0.508655876,2.672343248,7.201852135,2.497762232,-0.14369567,0.099356836,5.653888842,0.267659143,2.575593321,10.08944297,3.784505134,-0.266601797,0.706591427,14.15639761,5.372003945,1.821643174,0.944358357,3.968190571,7.256413158,4.149393961,2.322138507,3.913327116,10.42742678,-0.684080152,-5.822590807,16.37587393,-0.206199052,-0.065142888,-0.275918602,-0.025408407,-0.369466038,0.875951967,1.221622415,-1.655214444,-0.893937523,-0.738868291,0.388611165,0.068884485,3.171484404,0.118179861,0.830293862,8.315610245,7.728191805,-0.805218227,2.335403827,6.685880246,-11.70250076
Jun-97,1.529768647,-0.765937492,1.270029811,8.882272862,-0.816496651,-0.066091178,2.635764205,5.167632115,5.780308681,1.643751851,4.232220076,-0.329273409,-0.062781181,1.733093847,5.173047446,6.049163316,1.961208749,3.674480071,-0.954713244,-0.193023759,1.894666783,0.592439701,0.716346187,-0.997191145,-1.002710101,-1.206181286,8.379244322,4.497636952,2.50832511,4.074926815,7.919640402,-0.455273567,-6.127580376,18.19399168,-0.10636991,-0.037087423,0.173825241,0.05149126,0.035875888,8.160585623,7.126295763,7.865630495,5.343793243,8.579246318,1.439796579,9.810089835,11.23143601,9.557220322,8.288282102,7.097411406,6.730730938,-0.088651632,2.886782083,3.920316736,-6.575827602
Sep-97,2.183335329,1.259354256,1.648918421,9.072988487,0.586716289,0.022575956,1.012551501,5.685515042,0.475894865,2.023880985,11.04073375,1.93180796,0.007462754,0.292754771,5.501464564,0.542017043,2.611066309,12.32119645,2.07737039,-0.121603228,0.927374623,1.050048115,-0.009862955,-0.908108225,-0.125263069,0.733068778,5.501557256,2.930175323,1.416012056,4.699198628,10.14850444,-0.20880555,-5.87982762,18.72127783,-0.015482613,0.091931024,0.121417682,0.171131939,0.068014012,-1.077701669,-0.344658133,-0.232503723,-5.034087863,0.152596643,0.06777037,-2.129808065,10.4401269,12.89595349,10.31945873,6.91561648,5.652730904,-0.10694831,0.197347856,1.087767627,-2.098862957
Dec-97,1.257896798,3.766664246,1.136130027,8.242103971,-0.634526027,0.086571558,0.695020942,3.047107248,0.596775426,2.24310749,10.28458097,0.25253051,0.067986986,-0.165438186,2.75492803,0.666225215,2.043881972,14.06214558,0.043761839,-0.073532809,0.181845785,-0.913545209,-1.064561361,-1.489429139,0.397112393,-0.886173838,1.084490044,0.653663631,0.509042133,2.812488684,5.371374171,0.095241677,-5.811744156,13.58618192,0.059288004,0.14505888,-0.065641006,-0.051706607,-0.142380415,-0.481036137,-0.29443268,0.121655116,-8.592107061,-2.499817474,-0.187142116,-1.25732473,-3.515850493,-0.19032218,-3.628615649,3.13222451,3.493477023,-0.312555728,0.649971155,5.611596394,-3.608734685
Mar-98,-0.037860349,-1.010727657,0.561612246,5.103749224,-0.283820543,0.163658419,0.407989064,1.191203282,-0.027664127,2.426853959,7.095797556,0.465143147,0.1197377,-0.255279778,0.771805777,-0.947204808,1.256107576,14.87798939,0.794348044,0.009070892,-0.178454862,-6.641921575,-1.492875193,-0.495750744,0.140581783,-0.429117634,0.596931741,-0.158274919,-0.780075821,0.345176899,4.154618605,0.11774607,-4.322461051,3.092963569,0.17977678,0.040385113,0.179073562,0.016648426,0.225321351,-1.245503211,-0.964344606,-0.214200878,-4.381615045,2.560016557,0.744789071,-1.029205204,-1.494592512,-1.90321169,-2.985980036,1.246799052,1.190042737,0.802396705,2.507237935,6.273535204,2.039313752
Jun-98,-0.491828986,-0.549350459,-0.577927879,2.020475025,-0.558211581,0.204878552,0.508853952,-2.166980815,-0.368526383,1.510261618,6.296313162,-0.38384301,0.163618589,0.191592782,-2.733969238,-0.850372439,1.02569726,13.66524071,0.184830926,0.046137232,-0.44929523,-8.133382778,-1.355119862,-0.536642008,0.005118095,-1.52737094,-1.2811144,-2.190583431,-2.665791904,-1.932444209,-3.606494524,0.150044224,4.94703886,-5.374673216,0.271781501,0.060908031,0.1230268,-0.014097842,0.241837039,-1.667220175,-1.599515257,-1.101973974,0.162565314,1.746968463,-1.40442444,-0.477740221,-5.976315347,-2.330045295,-4.530335218,1.208646626,-1.087062405,0.978499729,1.920861526,10.56761368,-4.059218411
Sep-98,-1.95944904,2.138345507,-1.025557118,-2.478997036,-0.771401635,0.201171685,-0.516440086,-3.446163461,-1.717108175,0.562986279,2.907368484,0.174168817,0.075458511,-0.51004366,-4.182136397,-0.513823025,0.06086484,7.155315697,-0.133681737,0.080589895,-1.299346182,-6.248722192,-2.058408105,0.215966398,0.098562445,-0.492533169,-0.594211313,-0.783177746,-0.986137855,-4.013546404,-7.142511275,0.128568892,5.151487204,-10.97667625,0.371987591,0.063600702,0.232572196,0.000749305,0.387743554,-0.410754671,-0.344424102,-0.487817889,6.240414218,-3.842467767,-0.713212605,1.104400438,-6.466998377,-2.548529692,-5.741827984,-0.175769291,-2.498483087,1.02509294,-0.705593815,12.10372572,-5.459919445
Dec-98,-2.731542663,0.89651736,-0.864567762,-8.473668932,-0.989097807,0.096682832,0.064735015,-3.863952548,3.736654425,1.398743085,0.485924912,2.023112808,0.105984062,0.062340764,-4.790970184,0.545234886,-0.085119442,-0.835475774,2.083666703,0.080323731,-0.957350483,-5.181144815,-0.936696443,-1.314901486,-0.060391654,-0.057713594,1.028724207,-0.392383355,-1.232166137,-3.972086668,-12.2121879,0.115276442,5.35578387,-15.0607026,0.452910612,-0.167601877,0.209986351,-0.475106607,0.293466652,-0.710257283,-0.995751305,-0.836146576,10.23494953,13.02157966,-0.652243588,3.267243571,-12.76388884,-9.618125634,-12.30576963,-10.33865372,-7.844620645,1.082424816,-0.826733335,-5.01330211,8.164522391
